junction_name,daily_avg,daily_std,daily_max,active_days,consistency,spike_ratio,growth_rate,hotspot_type,priority_level
BTP069 - MC Circle,11.31578947368421,12.752357444046929,58,95,0.0,5.125581395348838,0.20967741935483872,STABLE,MEDIUM
"BTP070 - Cholurpalya Junction, Magadi Road",19.756521739130434,20.192317152969398,103,115,0.0,5.213468309859155,-0.2925170068027211,STABLE,MEDIUM
BTP071 - Prasanna Junction,6.008333333333334,5.760625306472262,25,120,0.04122741085066384,4.160887656033287,-0.3763440860215054,STABLE,LOW
BTP074 - Leprosy Hospital Junction,8.512195121951219,8.490463168406915,54,123,0.0025530375223967727,6.343839541547278,0.2229299363057325,BURST,MEDIUM
BTP075 - Police Corner,3.1864406779661016,6.140522768577624,41,59,0.0,12.867021276595745,-0.4418604651162791,BURST,LOW
BTP076 - Hudson Circle,6.148648648648648,7.259726460812422,43,74,0.0,6.993406593406593,1.4,EMERGING,LOW
BTP077 - Halasuru Gate Junction,1.7647058823529411,0.9034248560828041,4,17,0.48805924821974433,2.2666666666666666,-0.42857142857142855,STABLE,LOW
BTP078 - NR Square Junction,3.873015873015873,4.046073618404692,22,63,0.0,5.680327868852459,-0.022222222222222223,STABLE,LOW
BTP079 - Town Hall Junction,2.7457627118644066,2.46767530096636,11,59,0.10127874841348605,4.006172839506173,0.4782608695652174,STABLE,LOW
"BTP080 - NR Road, SP Road Junction",25.922535211267604,23.883604852726116,115,142,0.07865474352428459,4.4362944851942405,0.37058823529411766,STABLE,HIGH
BTP082 - KR Market Junction,76.41059602649007,45.92214738346902,230,151,0.39900812489999815,3.0100537354827526,-0.27655609392471114,PERSISTENT,CRITICAL
"BTP083 - AS Char Street, Mysore Road",19.985611510791365,17.315899375467495,76,139,0.13358170871490926,3.8027357811375095,-0.001718213058419244,STABLE,MEDIUM
BTP085 - Briyand Circle,2.5538461538461537,1.601081365347039,7,65,0.3730705497135087,2.740963855421687,0.7777777777777778,EMERGING,LOW
"BTP089 - Police Quarters, Sultan Road",3.107142857142857,3.644775923756018,15,28,0.0,4.827586206896552,3.857142857142857,EMERGING,LOW
BTP091 - Sirsi Circle,3.371794871794872,5.175137803194354,40,78,0.0,11.863117870722434,-0.2903225806451613,BURST,LOW
BTP092 - Bangalore Builders Junction,3.0,3.1315254450352508,15,32,0.0,5.0,-0.47619047619047616,STABLE,LOW
"BTP093 - Toll Gate, Mysore Road",3.103448275862069,2.9682225030455864,11,29,0.043572749018644386,3.5444444444444443,-0.6341463414634146,STABLE,LOW
"BTP094 - Sri Skanda Complex, Mysore Road",3.111111111111111,3.3617833513757702,15,36,0.0,4.821428571428571,-0.18181818181818182,STABLE,LOW
"BTP095 - Satellite Bus Stand, Mysore Road",7.524271844660194,8.029168223218923,43,103,0.0,5.714838709677419,-0.45348837209302323,STABLE,LOW
BTP096 - Gali Anjaneya Temple,9.08411214953271,11.348777255495458,61,107,0.0,6.715020576131687,0.3673469387755102,BURST,MEDIUM
BTP098 - Nayandahalli Junction,3.9615384615384617,3.6189129472896044,14,52,0.08648799388806105,3.5339805825242716,-0.4927536231884058,STABLE,LOW
"BTP099 - Cash Pharmacy, Residency Road",5.208955223880597,6.792458637816616,38,67,0.0,7.29512893982808,-0.0641025641025641,BURST,LOW
BTP100 - Richmond Circle,6.7555555555555555,12.391631258737698,64,45,0.0,9.473684210526315,3.395348837209302,EMERGING,LOW
"BTP101 - Blood Bank Circle, KH Road",8.72340425531915,8.497319596968504,34,47,0.025917021810927587,3.897560975609756,0.06930693069306931,STABLE,MEDIUM
"BTP102 - BMTC Junction, KH Road",2.3972602739726026,2.9802112435726076,22,73,0.0,9.177142857142858,0.08333333333333333,BURST,LOW
BTP103 - Shanti Nagar TTMC,2.1176470588235294,1.5695746335519465,6,68,0.25881197860046967,2.8333333333333335,0.125,STABLE,LOW
BTP104 - Medical College Circle,12.88888888888889,11.35461153299108,53,117,0.11903876037138172,4.112068965517241,-0.1348314606741573,STABLE,MEDIUM
BTP105 - Shivasankara Circle,5.027027027027027,6.584858416121062,24,37,0.0,4.774193548387097,5.428571428571429,EMERGING,LOW
BTP106 - VV Puram College,3.975,5.512166031513779,28,40,0.0,7.044025157232705,0.8,EMERGING,LOW
BTP107 - National College Junction,4.294117647058823,5.26503449516659,17,17,0.0,3.9589041095890414,-0.803921568627451,STABLE,LOW
BTP108 - Tagore Park Junction,12.864285714285714,10.553195645634842,51,140,0.17965164331544814,3.9644641865630206,-0.43736263736263736,STABLE,MEDIUM
BTP109 - Dewan Madhava Rao Junction,5.830188679245283,5.625272126944354,25,53,0.03514749926197158,4.288025889967638,-0.8796296296296297,STABLE,LOW
"BTP110 - Bharathi Nursing Home, Basavanagudi",1.75,0.9574271077563381,3,4,0.45289879556780677,1.7142857142857142,0.0,STABLE,LOW
"BTP112 - 14th Cross, KR Road",2.5,2.380476142847616,6,4,0.04780954286095351,2.4,0.0,STABLE,LOW
"BTP113 - 27th Cross, Pai Vista, KR Road",2.8444444444444446,2.0884482664447694,8,45,0.26577990632801074,2.8125,2.4444444444444446,EMERGING,LOW
"BTP114 - KR Road Junction, Near JSS",4.266666666666667,8.110545751116405,32,15,0.0,7.5,-0.4722222222222222,BURST,LOW
"BTP115 - Sahasra Hospital, Jayanagar",3.851063829787234,3.3342712018512906,20,94,0.1341947707899963,5.193370165745857,1.951219512195122,EMERGING,LOW
"BTP117 - 9th Cross, Kanakapura Road",4.323943661971831,5.973213176668276,38,71,0.0,8.788273615635179,1.1481481481481481,EMERGING,LOW
BTP118 - Basappa Circle,6.465346534653466,7.411564418441823,45,101,0.0,6.960183767228177,-0.22151898734177214,BURST,LOW
BTP119 - Minerva Circle,3.4310344827586206,2.797944539820774,11,58,0.1845186768361563,3.206030150753769,0.1935483870967742,STABLE,LOW
BTP120 - Lalbagh Main Gate Junction,4.280701754385965,10.061870008610498,67,57,0.0,15.651639344262295,1.2592592592592593,EMERGING,LOW
BTP121 - KH Circle,2.8157894736842106,3.9990219287862416,22,38,0.0,7.813084112149532,-0.2857142857142857,BURST,LOW
BTP122 - Siddapura Junction,3.106382978723404,2.2672914558545254,9,47,0.2701185039372418,2.897260273972603,0.6071428571428571,EMERGING,LOW
"BTP123 - 10th Cross, Wilson Garden",5.194174757281553,5.477329842583392,32,103,0.0,6.160747663551402,1.5384615384615385,EMERGING,LOW
BTP126 - Dairy Circle,3.630434782608696,3.3305690082592294,16,92,0.08259775820404458,4.407185628742515,0.49230769230769234,STABLE,LOW
"BTP127 - Sagar Hospital, Jayanagar",3.608695652173913,6.235813939981784,30,23,0.0,8.313253012048193,-0.3333333333333333,BURST,LOW
BTP128 - Gorappanapalya Junction,2.619047619047619,1.532194193834139,6,21,0.4149803987178742,2.290909090909091,-0.25,STABLE,LOW
BTP130 - GD Mara Junction,10.17741935483871,9.587430626501549,41,62,0.05797036633423769,4.028526148969889,0.08333333333333333,STABLE,MEDIUM
BTP132 - Anepalya Junction,4.051282051282051,2.7904792830049634,15,39,0.3112108098911799,3.7025316455696204,-0.7246376811594203,STABLE,LOW
BTP133 - Adugodi Junction,2.0277777777777777,1.8281311473916448,10,36,0.09845587251918875,4.931506849315069,-0.3,STABLE,LOW
BTP134 - Mico Bande,1.8846153846153846,1.2434443478313963,5,26,0.34021320319150394,2.6530612244897958,1.5,EMERGING,LOW
BTP135 - UCO Bank Junction,10.10909090909091,10.435776022142305,47,110,0.0,4.649280575539568,0.04326923076923077,STABLE,MEDIUM
BTP136 - Hosur-Tavarkere Road Junction,3.9130434782608696,3.535229833562571,17,92,0.09655237586734289,4.344444444444444,-0.3132530120481928,STABLE,LOW
BTP137 - Madiwala Traffic PS Junction,5.786407766990291,7.158774248015977,41,103,0.0,7.0855704697986575,-0.5,BURST,LOW
BTP138 - Sarjapur Road Check Post,1.875,1.1137255565823274,5,40,0.4060130364894253,2.6666666666666665,-0.42857142857142855,STABLE,LOW
BTP140 - Madiwala Check Post,3.956989247311828,4.505827093149645,33,93,0.0,8.339673913043478,-0.13043478260869565,BURST,LOW
BTP141 - Palmgroove Junction,2.0833333333333335,1.5012072436561836,7,24,0.27942052304503195,3.36,0.6666666666666666,EMERGING,LOW
BTP142 - Lower Agram Road Junction,4.125,2.6423744732991303,9,8,0.3594243701093017,2.1818181818181817,0.0,STABLE,LOW
BTP143 - ASC Junction,2.4,3.4058772731852804,12,10,0.0,5.0,0.0,STABLE,LOW
BTP144 - Commando Hospital Junction,2.0,1.7320508075688772,4,3,0.1339745962155614,2.0,0.0,STABLE,LOW
"BTP145 - Sri Hatti Maramma Circle, Domluru",3.30188679245283,3.249762746726985,14,53,0.015786139562684487,4.24,0.05128205128205128,STABLE,LOW
BTP146 - Domlur Water Tank,3.0416666666666665,3.114539229152377,16,48,0.0,5.26027397260274,-0.23529411764705882,STABLE,LOW
"BTP148 - 17th Main, Doopanahalli Bus Stop",7.028301886792453,10.59061358640602,74,106,0.0,10.528859060402684,0.14832535885167464,BURST,LOW
BTP154 - Itmadu Junction,1.7142857142857142,1.2535663410560174,4,7,0.26875296771732315,2.3333333333333335,0.0,STABLE,LOW
BTP155 - Katriguppe Junction,8.692307692307692,13.469563831006958,57,39,0.0,6.557522123893806,9.666666666666666,EMERGING,MEDIUM
BTP156 - Kamakya Junction,1.625,1.0606601717798212,4,8,0.3472860481354947,2.4615384615384617,0.0,STABLE,LOW
BTP157 - Kadirenahalli Cross,1.3333333333333333,0.4923659639173309,2,12,0.6307255270620018,1.5,0.2857142857142857,STABLE,LOW
BTP158 - Devegowda Petrol Bunk,2.6470588235294117,3.0195441806377876,12,17,0.0,4.533333333333333,-0.45,STABLE,LOW
"BTP159 - JP Nagar Metro, ORR",2.58974358974359,2.662783947971793,13,39,0.0,5.01980198019802,3.0,EMERGING,LOW
"BTP161 - 15th Cross, 35th Main, JP Nagar",2.3,1.8287822299126937,7,10,0.20487729134230703,3.0434782608695654,-0.35714285714285715,STABLE,LOW
"BTP163 - 16th Main Road, BTM Layout",6.7407407407407405,7.18274973673544,32,54,0.0,4.747252747252747,0.47692307692307695,STABLE,LOW
"BTP164 - 29th Main Road, BTM Layout",3.8181818181818183,3.2192602199319587,10,11,0.15686041858924893,2.619047619047619,0.0,STABLE,LOW
BTP166 - Coffee Board Junction,2.4693877551020407,2.6544148822945783,16,49,0.0,6.479338842975207,0.15384615384615385,BURST,LOW
BTP167 - JC Road Junction,5.470588235294118,4.927748383027149,23,68,0.09922879019933839,4.204301075268817,0.14814814814814814,STABLE,LOW
"BTP168 - MSR Building, JC Road",3.3,2.6525266136077574,13,40,0.19620405648249772,3.9393939393939394,0.22727272727272727,STABLE,LOW
"BTP170 - Dr. Bheem Rao Palace, Chord Road",6.438202247191011,5.401925280060667,23,89,0.1609575044931948,3.5724258289703315,1.2686567164179106,EMERGING,LOW
BTP171 - Indian Express (Balekundri),3.081081081081081,3.3696222866004373,16,37,0.0,5.192982456140351,-0.6060606060606061,STABLE,LOW
BTP172 - Nanjappa Circle,12.721311475409836,12.165704730294067,64,61,0.043675272489770545,5.030927835051546,0.24528301886792453,STABLE,MEDIUM
BTP173 - TMC,2.7636363636363637,2.260478778879446,11,55,0.18206359974756892,3.9802631578947367,0.8636363636363636,EMERGING,LOW
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",4.083333333333333,4.625706769842569,27,48,0.0,6.612244897959184,0.11627906976744186,BURST,LOW
"BTP177 - Aurobindo Circle, ORR",2.9523809523809526,2.432498857398343,11,63,0.17608909668765815,3.725806451612903,1.6875,EMERGING,LOW
"BTP178 - 18th Main, Marenahalli",1.75,0.9574271077563382,3,4,0.45289879556780677,1.7142857142857142,0.0,STABLE,LOW
"BTP179 - 9th Block, 28th Main, Jayanagar",5.238095238095238,8.067866892213592,34,21,0.0,6.490909090909091,-0.8867924528301887,BURST,LOW
BTP180 - Swagath Poornima Theatre,3.182926829268293,3.4538511294219925,19,82,0.0,5.969348659003831,0.45454545454545453,STABLE,LOW
BTP181 - Bileka Halli Junction,1.1428571428571428,0.37796447300922725,2,7,0.6692810861169262,1.75,0.0,STABLE,LOW
"BTP182 - 19th Main Junction, Rajajinagar",11.487603305785123,9.090393924797151,39,121,0.20867793892053565,3.3949640287769784,0.2242152466367713,STABLE,MEDIUM
BTP184 - Lalbagh West Gate,5.512820512820513,5.707205947755386,26,39,0.0,4.716279069767442,2.235294117647059,EMERGING,LOW
BTP185 - RV Teachers College,3.3529411764705883,4.898228971661444,17,17,0.0,5.0701754385964914,6.0,EMERGING,LOW
"BTP186 - 9th Cross, 4th Main, Jayanagar",11.617021276595745,13.267405616920184,53,47,0.0,4.562271062271062,-0.16216216216216217,STABLE,MEDIUM
BTP187 - South End Circle,2.5454545454545454,1.8702501163843028,7,22,0.2652588828490239,2.75,0.07142857142857142,STABLE,LOW
"BTP188 - 27th Cross, 4th Main, Jayanagar",8.647058823529411,12.112809030216548,52,34,0.0,6.013605442176871,-0.4642857142857143,BURST,MEDIUM
"BTP189 - New Diagonal Road, Jayanagar",7.717948717948718,11.078113951598834,63,78,0.0,8.162790697674419,1.0833333333333333,EMERGING,LOW
"BTP190 - 36th Cross, 4th Main, Jayanagar",4.53125,8.68065842232957,48,32,0.0,10.593103448275862,6.9,EMERGING,LOW
"BTP191 - 40th Cross, 4th Main, Jayanagar",2.282608695652174,1.8337944084240063,8,46,0.1966234020237686,3.5047619047619047,0.34782608695652173,STABLE,LOW
BTP192 - Urvashi Theater,4.770992366412214,3.4631352746767647,23,131,0.2741268464277502,4.820799999999999,0.043859649122807015,STABLE,LOW
BTP193 - Vasavi Circle,3.4242424242424243,3.5709794089848708,19,33,0.0,5.548672566371681,-0.5263157894736842,STABLE,LOW
BTP196 - Sarakki Main Road,5.75,14.531076144355016,72,24,0.0,12.521739130434783,2.730769230769231,EMERGING,LOW
"BTP197 - 9th Cross, 24th Main, JP Nagar",4.507936507936508,5.473905888241329,30,63,0.0,6.654929577464789,4.173913043478261,EMERGING,LOW
"BTP198 - 9th Cross, 8th Main, JP Nagar",1.5555555555555556,1.0137937550497034,4,9,0.3482754431823336,2.571428571428571,0.0,STABLE,LOW
"BTP200 - 15th Cross, 33rd Main, JP Nagar",1.6470588235294117,1.1694644324747672,4,17,0.2899680231403199,2.428571428571429,-0.3076923076923077,STABLE,LOW
"BTP202 - East End Main Road, Jayanagar",4.303030303030303,7.112861803121374,33,33,0.0,7.669014084507043,-0.5151515151515151,BURST,LOW
BTP203 - RRMR Junction,2.888888888888889,4.588633299312068,26,45,0.0,9.0,-0.5853658536585366,BURST,LOW
"BTP204 - ESI Hospital, Rajajinagar",7.4186046511627906,8.155063553370233,55,86,0.0,7.413793103448276,0.6413043478260869,EMERGING,LOW
BTP205 - Modi Hospital Junction,8.85593220338983,8.49160009659502,49,118,0.04113989339883983,5.533014354066986,0.7712418300653595,EMERGING,MEDIUM
"BTP206 - Shankara Mutt Circle, Vijayanagar",8.36046511627907,10.464407788755036,46,86,0.0,5.502086230876217,0.2905982905982906,STABLE,MEDIUM
BTP207 - 8th Main Road Basaveshwara Nagar,6.454545454545454,6.553104746468029,26,33,0.0,4.028169014084507,0.21428571428571427,STABLE,LOW
BTP208 - Havanur Circle,8.547368421052632,8.52127303077126,36,95,0.0030530321141998273,4.211822660098522,-0.21487603305785125,STABLE,MEDIUM
"BTP210 - 50th cross, 12th Main , Rajajinagar",4.2924528301886795,4.206496067324975,27,106,0.020025092007808,6.29010989010989,0.15625,BURST,LOW
BTP211 - Central Street Junction,36.16107382550336,38.90599674372695,237,149,0.0,6.554008908685969,-0.597623089983022,BURST,HIGH
BTP212 - Minto Junction,3.7142857142857144,3.9133471241746127,16,21,0.0,4.3076923076923075,1.75,EMERGING,LOW
BTP213 - Royan Circle,1.9090909090909092,1.8140862964338522,7,11,0.049764320915601234,3.6666666666666665,0.0,STABLE,LOW
BTP214 - 5th Main Chamrajpet  Junction,5.04,5.50680469593608,23,50,0.0,4.563492063492063,0.45161290322580644,STABLE,LOW
BTP215 - Vanivillas Junction,4.520833333333333,4.574481084558386,24,96,0.0,5.308755760368664,0.7674418604651163,EMERGING,LOW
BTP216 - Yediyur Junction,3.6595744680851063,4.223519013626479,28,47,0.0,7.651162790697675,0.0,BURST,LOW
BTP217 - Baleyele Junction,2.5,2.9154759474226504,15,34,0.0,6.0,0.0,BURST,LOW
BTP218 - Syndicate Bank Junction,5.4,6.463358260223551,37,65,0.0,6.851851851851851,0.09803921568627451,BURST,LOW
BTP219 - Canara Bank Junction,4.261904761904762,3.9822468914010636,21,84,0.06561804782768343,4.927374301675978,-0.1917808219178082,STABLE,LOW
BTP220 - Puttanna Junction,3.230769230769231,3.5779476521756717,27,91,0.0,8.357142857142858,0.825,EMERGING,LOW
"BTP221 - 15th Cross, 24th Main, JP Nagar",2.36734693877551,2.955883099508366,17,49,0.0,7.181034482758621,-0.6444444444444445,BURST,LOW
BTP222 - Delmia Circle,2.5789473684210527,2.456448534482344,11,38,0.04749954785378496,4.26530612244898,0.13043478260869565,STABLE,LOW
BTP225 - Geetha Junction,3.776315789473684,4.031868662578272,17,76,0.0,4.501742160278746,-0.125,STABLE,LOW
"BTP226 - 33rd Cross, 11th Main, Jayanagar",5.23404255319149,8.117981543601573,47,94,0.0,8.979674796747966,0.9454545454545454,EMERGING,LOW
